id name,email anonymized,Are you interested in being a Team Representative?,f14bacd9c5e337e88617ecf7588b09c1,2a5f502a9b0f5d8ca090edfe9516c0f1,bf5dcab36ea2cab81be891aeb42f10d5,6d01182543b886b3aaf0e40d02bf0a5e,a871d0026901a4186f2902c6d7ca23d9,95dda093b40621d1a1629fe6efa4a15f,1699ea9ea14f94400638064d390eb50d,c4a681ce3d9a804283bb66945c3be328,ce9a07724daed8a4f2bb0243a197f7c0,84cd248f5289c24095a7f29f23720ef0,1f4eb6bcc3951341284ad42f989acaec,d96c3199963b71fc71564236b25bd1f8,99db73a17b41b521be87c691bc1697f1,080fc5b6bd95656ba2165a1bc1802088,Mondays,Tuesdays,Wednesdays,Thursdays,Fridays,anonymized group preference,anonymized project assignment,Team #
a07acde21eff25170987b80266dcd65d,fa3f8be989b18503ce0e4ac401667fb4,No,1st,6th,4th,5th,2nd,11th,12th,13th,10th,14th,9th,8th,3rd,7th,Morning Availability (9:00-11:00am),"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",Morning Availability (9:00-11:00am),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","['6399b78423e85d2814a87362aebdbeb4', '21309f70bb799cbd07d6ef900a990c36']",99db73a17b41b521be87c691bc1697f1,2
cb1bed2967e60f9aaf3d1b554bdfccf2,f97d1b805bc1f8e4abfc972b8d93a69e,No,7th,8th,9th,10th,5th,12th,13th,14th,6th,4th,3rd,2nd,1st,11th,Late Afternoon Availability (3:00-5:00pm),"Midday Availability (11:00am-1:00pm), Late Afternoon Availability (3:00-5:00pm)",Late Afternoon Availability (3:00-5:00pm),Midday Availability (11:00am-1:00pm),"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['1c4a33e977488e862a91d21b9f786b6e'],1f4eb6bcc3951341284ad42f989acaec,2
6399b78423e85d2814a87362aebdbeb4,3fa62c1d3270b2ef1a1361e0716ed8a5,No,1st,6th,4th,5th,2nd,11th,12th,13th,10th,14th,9th,8th,3rd,7th,I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)",Morning Availability (9:00-11:00am),['21309f70bb799cbd07d6ef900a990c36'],99db73a17b41b521be87c691bc1697f1,2
890c637fddd37b235b8109504cf95506,1c4919b0e1e107dc8a23f115324ea489,Maybe,1st,5th,14th,3rd,10th,12th,2nd,4th,7th,13th,8th,9th,6th,11th,"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",[''],1699ea9ea14f94400638064d390eb50d,3
844352ae066bbfc9016ab284d36c35e4,6b58f893035de79bc4308a6f183bd970,Maybe,2nd,13th,7th,6th,10th,4th,5th,9th,14th,11th,12th,1st,3rd,8th,"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Late Afternoon Availability (3:00-5:00pm)",['460c5fbcd81aabc268fb1b7cfacfa523'],95dda093b40621d1a1629fe6efa4a15f,2
7d45685b88d00a9eb5074c91bb1d51a0,bc83fe35df1e3e36a969beac52fa2097,Yes,6th,14th,1st,2nd,3rd,12th,5th,11th,7th,8th,9th,10th,4th,13th,Morning Availability (9:00-11:00am),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Morning Availability (9:00-11:00am),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Late Afternoon Availability (3:00-5:00pm),['ff0cf7975c6de985255c32089664b146'],bf5dcab36ea2cab81be891aeb42f10d5,1
8302bb46e84c1592d0c64be990445293,5350a0caaf0c1d067639a6f178f8dd03,Maybe,6th,2nd,13th,12th,1st,11th,9th,10th,14th,8th,7th,4th,5th,3rd,I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)",Midday Availability (11:00am-1:00pm),['a8af7e8e384bb9a0e899774b790e7903'],080fc5b6bd95656ba2165a1bc1802088,1
b94922feab042725fa457c51adddacea,4804f9482a18b17fc29a0f20ad8ea37d,Maybe,7th,9th,8th,4th,2nd,12th,1st,5th,10th,13th,14th,6th,3rd,11th,"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",[''],1699ea9ea14f94400638064d390eb50d,4
19c9c437856893b83b57526b1bb3126f,bba8bed98f4498c7d10912efd3262e01,Yes,6th,7th,8th,1st,2nd,9th,10th,11th,5th,12th,13th,3rd,14th,4th,Morning Availability (9:00-11:00am),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",[''],a871d0026901a4186f2902c6d7ca23d9,1
65becb0cce7e600e396e233a7186024e,428d72c466ea9f292afe17ae326dbd05,No,3rd,5th,6th,7th,1st,9th,4th,10th,8th,14th,13th,12th,11th,2nd,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Early Afternoon Availability (1:00-3:00pm),"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Midday Availability (11:00am-1:00pm), Late Afternoon Availability (3:00-5:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['1f1f1ed2595239ea02bedd09b49ec344'],1699ea9ea14f94400638064d390eb50d,3
6a78cc4b791629a6bdf6d038d3d2c684,a055354e23ed9552d005e2150d605f6c,,,,,,,,,,,,,,,,,,,,,[''],c4a681ce3d9a804283bb66945c3be328,3
6d24c3b994f382513ea07ee75997e05a,0d3d43bd736d74d1671f91ddd6e8be5a,No,5th,9th,10th,8th,7th,4th,3rd,11th,6th,12th,2nd,14th,1st,13th,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Midday Availability (11:00am-1:00pm),Midday Availability (11:00am-1:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",I am not available at any point during the day (9:00am-5:00pm),['6317a050cd3cb032e536e80dd960e191'],95dda093b40621d1a1629fe6efa4a15f,4
76e6f7ded3b07c28633054bd4edf65f7,d5283ca850a3193204cb9c7719473ffc,Yes,2nd,10th,9th,7th,14th,3rd,13th,11th,6th,12th,5th,1st,4th,8th,I am not available at any point during the day (9:00am-5:00pm),"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",Morning Availability (9:00-11:00am),[''],95dda093b40621d1a1629fe6efa4a15f,4
e3e76c15bc7b249543dfe6be3343c948,41a947f542aeedea5277fa986a5f13d2,Yes,13th,1st,14th,10th,2nd,5th,11th,6th,12th,4th,7th,8th,3rd,9th,"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)",Morning Availability (9:00-11:00am),Midday Availability (11:00am-1:00pm),"Morning Availability (9:00-11:00am), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",[''],2a5f502a9b0f5d8ca090edfe9516c0f1,1
203fd09f43b625504efa6bb4e140aa44,8505c5c87648f39f82886f4e91619fa5,Maybe,13th,12th,2nd,7th,5th,10th,9th,8th,11th,3rd,14th,6th,4th,1st,Midday Availability (11:00am-1:00pm),Midday Availability (11:00am-1:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Midday Availability (11:00am-1:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",['fdb2b9bcdd5aab81c684b935474dc9e1'],84cd248f5289c24095a7f29f23720ef0,1
11ed0730a49123b3de3e122cb61e2f32,8fa3a460efce3ddc1197d4677d16f199,No,3rd,4th,5th,6th,1st,8th,9th,6th,7th,3rd,4th,4th,2nd,8th,"Early Afternoon Availability (1:00-3:00pm), I am not available at any point during the day (9:00am-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Morning Availability (9:00-11:00am), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",[''],84cd248f5289c24095a7f29f23720ef0,2
c71af3765810d9937b7675d88f959b09,41410c31e9794404f1b0e7139cc989ec,Yes,7th,5th,8th,13th,2nd,1st,4th,9th,6th,10th,12th,11th,14th,3rd,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",Midday Availability (11:00am-1:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",I am not available at any point during the day (9:00am-5:00pm),['8b703286fc3909324d3f394463e3e725'],95dda093b40621d1a1629fe6efa4a15f,2
b7bd8039889a173eaf19d313b9a28bbe,d56c5ac21f86ce85b32c746b14f9d444,No,1st,13th,3rd,6th,8th,7th,4th,9th,5th,10th,11th,12th,2nd,14th,"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",Late Afternoon Availability (3:00-5:00pm),I am not available at any point during the day (9:00am-5:00pm),Early Afternoon Availability (1:00-3:00pm),"['00f8977db5e78880727c4ba377a7e5b4', '49ed43805e8c77dec154241be48808cb']",1699ea9ea14f94400638064d390eb50d,1
460c5fbcd81aabc268fb1b7cfacfa523,da8811a64921fb81790681290021c2a9,No,2nd,13th,7th,6th,10th,4th,5th,9th,14th,11th,12th,1st,3rd,8th,Midday Availability (11:00am-1:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Midday Availability (11:00am-1:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['844352ae066bbfc9016ab284d36c35e4'],95dda093b40621d1a1629fe6efa4a15f,2
b69c5d5a2bf0d35b84146952eb6027b3,475e942ad006a214b088076c40d0e518,Maybe,1st,2nd,11th,6th,3rd,8th,4th,13th,7th,14th,12th,10th,5th,9th,Morning Availability (9:00-11:00am),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)",Morning Availability (9:00-11:00am),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",['7ffbd4cb2d1294a668a5ad52d562cdf6'],1699ea9ea14f94400638064d390eb50d,4
fed9d9d15774b5ae498ab1c540cc3f2e,a2566f1054c5aaacd4fde2a74c5d8091,Maybe,14th,2nd,8th,7th,5th,9th,6th,14th,4th,1st,14th,14th,3rd,14th,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",I am not available at any point during the day (9:00am-5:00pm),I am not available at any point during the day (9:00am-5:00pm),Early Afternoon Availability (1:00-3:00pm),Late Afternoon Availability (3:00-5:00pm),['829f6fb5d4c78b70183cc0fc61615a0f'],84cd248f5289c24095a7f29f23720ef0,1
8bb111b8bf69244be360e0c6f549e1a4,1eae8ce6da51a0e4e82277b3515ecf60,Yes,14th,5th,6th,2nd,1st,12th,10th,9th,11th,13th,8th,3rd,4th,7th,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['f0303bfb0b701f7ac94b3aff937fffe2'],a871d0026901a4186f2902c6d7ca23d9,1
e5dcd57e5e85cb501b40f8291e80bb20,0f4774ca1de9a7d34921105347b95bb9,Yes,4th,7th,13th,3rd,5th,12th,10th,9th,11th,14th,6th,2nd,1st,8th,I am not available at any point during the day (9:00am-5:00pm),Late Afternoon Availability (3:00-5:00pm),I am not available at any point during the day (9:00am-5:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",[''],d96c3199963b71fc71564236b25bd1f8,1
5aabd3d54a0eea9855175da2dbf36fd2,8704807c88be873a29b35e6d8d9664bc,Maybe,14th,9th,8th,5th,6th,12th,3rd,4th,13th,7th,10th,11th,1st,2nd,I am not available at any point during the day (9:00am-5:00pm),"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",Late Afternoon Availability (3:00-5:00pm),['768c2ae5ccca3ece6392bd018a20e9fb'],c4a681ce3d9a804283bb66945c3be328,2
5f9a44790a88d72a8942c865533ad98a,89d4dc89aa927ffde6520cefe3a41f7e,Maybe,1st,14th,2nd,4th,8th,10th,7th,9th,13th,11th,12th,3rd,6th,5th,"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",[''],f14bacd9c5e337e88617ecf7588b09c1,1
768c2ae5ccca3ece6392bd018a20e9fb,0ca29eff003f5d8cfa195094b0e401c3,Yes,14th,9th,8th,5th,6th,12th,3rd,4th,13th,7th,10th,11th,1st,2nd,I am not available at any point during the day (9:00am-5:00pm),Morning Availability (9:00-11:00am),I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Late Afternoon Availability (3:00-5:00pm)",['5aabd3d54a0eea9855175da2dbf36fd2'],c4a681ce3d9a804283bb66945c3be328,2
6c53f2a39213a4ab9e1bc6c2a8208e18,d3230746e2d1362e30df0a984dd35aa6,Yes,9th,8th,10th,3rd,1st,12th,4th,6th,7th,13th,11th,14th,5th,2nd,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Midday Availability (11:00am-1:00pm),I am not available at any point during the day (9:00am-5:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",['c202d039d347951a79ca35fc721fdb53'],080fc5b6bd95656ba2165a1bc1802088,2
21ef002d2c0bb2e6adebbfb5f14c1783,0293c0edf2127585b46040aaf941ff97,Maybe,13th,12th,11th,10th,5th,8th,7th,3rd,4th,2nd,6th,1st,14th,9th,I am not available at any point during the day (9:00am-5:00pm),Late Afternoon Availability (3:00-5:00pm),I am not available at any point during the day (9:00am-5:00pm),"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['1e5263543a62193fc0d53fe3f49d61b1'],c4a681ce3d9a804283bb66945c3be328,3
252aed5ae9cddda765069bec5425c7bb,87c9275e97b4714dddbfc20e188aa3bb,Maybe,9th,9th,8th,9th,1st,5th,6th,7th,9th,9th,4th,9th,3rd,2nd,Morning Availability (9:00-11:00am),Morning Availability (9:00-11:00am),Morning Availability (9:00-11:00am),Morning Availability (9:00-11:00am),Morning Availability (9:00-11:00am),['0d06fc95310aa560ca7e966962f99fdf'],080fc5b6bd95656ba2165a1bc1802088,4
825d265ffcc8bda681cee28619afbfa2,9fe3ffcb3c4a8be528634ea30acd9d7e,No,7th,8th,9th,10th,1st,5th,11th,12th,6th,13th,14th,2nd,4th,3rd,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['fe803ea0842de54f9046c451c4444114'],080fc5b6bd95656ba2165a1bc1802088,2
fdb2b9bcdd5aab81c684b935474dc9e1,8faa6981a1d99e83a16096c463276859,Maybe,13th,12th,2nd,7th,5th,10th,9th,8th,11th,3rd,14th,6th,4th,1st,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Midday Availability (11:00am-1:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['203fd09f43b625504efa6bb4e140aa44'],84cd248f5289c24095a7f29f23720ef0,1
eb2200e5c5841bf818dec4c5784d225d,1a951c42df89d8de1b8be01122f6ce65,Maybe,13th,12th,11th,2nd,1st,9th,8th,7th,14th,6th,5th,4th,3rd,10th,Morning Availability (9:00-11:00am),"Midday Availability (11:00am-1:00pm), Late Afternoon Availability (3:00-5:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['d428533148fe780124e3447967b0fa99'],6d01182543b886b3aaf0e40d02bf0a5e,1
1f1f1ed2595239ea02bedd09b49ec344,1f38c6691dfa1ecf363fa8d6c674269b,No,3rd,12th,5th,6th,1st,13th,4th,14th,11th,7th,8th,9th,10th,2nd,"Morning Availability (9:00-11:00am), Early Afternoon Availability (1:00-3:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Morning Availability (9:00-11:00am), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['65becb0cce7e600e396e233a7186024e'],1699ea9ea14f94400638064d390eb50d,3
f3f6c69b2257925117e15a6f60af8117,60dfcc96cc52fc6d73aa791e6dd4977f,Yes,14th,5th,13th,8th,6th,12th,1st,7th,9th,3rd,10th,4th,11th,2nd,I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Late Afternoon Availability (3:00-5:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Late Afternoon Availability (3:00-5:00pm)",[''],84cd248f5289c24095a7f29f23720ef0,2
6317a050cd3cb032e536e80dd960e191,b6201a0cc8f8ee876bca4a3f70fc1f46,Maybe,2nd,8th,14th,11th,12th,4th,3rd,7th,9th,10th,5th,6th,1st,13th,I am not available at any point during the day (9:00am-5:00pm),"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",Midday Availability (11:00am-1:00pm),"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['61d755f8e8fb714b5615544b2f9b31ec'],95dda093b40621d1a1629fe6efa4a15f,4
f4e32ee7c8f61525a0fc244611bcb944,88baf5e91d11feae5c07c95ab75cef10,,,,,,,,,,,,,,,,,,,,,[''],1699ea9ea14f94400638064d390eb50d,5
fbd2bcb297d6d27f493520b3765e1376,fd58dff13bbab23ef29613892da4d8b4,No,11th,5th,4th,14th,7th,10th,6th,13th,12th,9th,8th,2nd,1st,3rd,Late Afternoon Availability (3:00-5:00pm),I am not available at any point during the day (9:00am-5:00pm),Late Afternoon Availability (3:00-5:00pm),Late Afternoon Availability (3:00-5:00pm),Late Afternoon Availability (3:00-5:00pm),[''],99db73a17b41b521be87c691bc1697f1,2
db5e63bbac6d22a8379345cc3547fd51,c359d0e6b6611e4c7a72c24af2226f7a,No,11th,14th,2nd,5th,4th,6th,3rd,7th,13th,10th,8th,9th,1st,12th,"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",I am not available at any point during the day (9:00am-5:00pm),I am not available at any point during the day (9:00am-5:00pm),I am not available at any point during the day (9:00am-5:00pm),Early Afternoon Availability (1:00-3:00pm),[''],1699ea9ea14f94400638064d390eb50d,1
087ec29bc3215bfd0d93b7c29ae05b07,394303d98a6ba58118c5566ddd79a04a,Maybe,3rd,9th,8th,1st,2nd,12th,10th,5th,13th,14th,4th,7th,6th,11th,Morning Availability (9:00-11:00am),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['b20120c9684d334ac99f2f1c161ff8ac'],f14bacd9c5e337e88617ecf7588b09c1,1
fe803ea0842de54f9046c451c4444114,a2b86f1f4d169fa56b96d3bf3bd508bc,No,7th,8th,9th,10th,1st,5th,11th,12th,6th,13th,14th,2nd,4th,3rd,"Midday Availability (11:00am-1:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['825d265ffcc8bda681cee28619afbfa2'],080fc5b6bd95656ba2165a1bc1802088,2
c59bf4b7560ca447038f20bd55552881,e536c45032cfa09bd451a1576671ba1a,No,7th,8th,9th,10th,1st,5th,11th,12th,6th,13th,14th,2nd,4th,3rd,Late Afternoon Availability (3:00-5:00pm),Late Afternoon Availability (3:00-5:00pm),Late Afternoon Availability (3:00-5:00pm),Late Afternoon Availability (3:00-5:00pm),"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['4d4dc1ca9092b6a1fbaa0973d4899ba4'],080fc5b6bd95656ba2165a1bc1802088,5
560dfb96a234d2d70186b4d4c1e79052,9ea4c58882ee67ef9dedb9e2c4549838,No,5th,6th,7th,2nd,1st,9th,10th,11th,4th,12th,13th,14th,3rd,8th,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","['d428533148fe780124e3447967b0fa99', '0bc1bd2935bb58e581035d2a5ac62de3', 'eb2200e5c5841bf818dec4c5784d225d']",a871d0026901a4186f2902c6d7ca23d9,1
e12608e4aca1cb5f0ba774fdca801653,146fdbf14c8492e1b1dd4b8ce7789219,Yes,3rd,4th,10th,12th,9th,1st,8th,14th,6th,11th,5th,13th,2nd,7th,"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['e1dbb90d537d4426ecb927e640a47d11'],95dda093b40621d1a1629fe6efa4a15f,3
